"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group","Office Region"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD548","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Project Delivery Profession","Northern Ireland"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD548","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","8.41","Project Delivery Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD548","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Project Delivery Profession","South West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD548","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Project Delivery Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD548","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Project Delivery Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD548","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD565","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD565","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Human Resources Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD565","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD565","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD565","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD565","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Project Delivery Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD565","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Assistant Officer (AO)","28016","31471","Borders & Trade, Assistant Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Assistant Officer (AO)","28016","31471","Borders & Trade, Assistant Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Government Finance Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Government Finance Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Government Finance Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Government Finance Profession","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Human Resources Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 6 (6)","71725","87612","Borders & Trade, Grade 6","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Digital, Data and Technology Professions","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","9.75","Government Finance Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","5","Government Finance Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Government Finance Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Government Legal Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Government Tax Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Human Resources Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Internal Audit Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Policy Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Grade 7 (7)","58541","72711","Borders & Trade, Grade 7","<5","Project Delivery Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Digital, Data and Technology Professions","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","7","Government Finance Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Government Finance Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Government Finance Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Government Finance Profession","West Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Government Tax Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Human Resources Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Human Resources Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Human Resources Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Intelligence Analysis","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Other","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Policy Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Project Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Project Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Higher Officer (HO)","37682","46077","Borders & Trade, Higher Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Government Finance Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Government Finance Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Human Resources Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Operational Delivery Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Operational Delivery Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Operational Delivery Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Other","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Other","Wales"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Officer (O)","31096","37919","Borders & Trade, Officer","<5","Project Delivery Profession","Yorkshire and The Humber"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Digital, Data and Technology Professions","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Digital, Data and Technology Professions","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Government Finance Profession","East Midlands"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","10","Government Finance Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Government Finance Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Human Resources Profession","London"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Human Resources Profession","North East"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Human Resources Profession","North West"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Human Resources Profession","Scotland"
"HM Revenue and Customs","HM Revenue and Customs","Borders & Trade","OD614","Senior Officer (SO)","45544","55157","Borders & Trade, Senior Officer","<5","Internal Audit Profession","London"
